Date,Quantity ,Monetary,Amount,Index,Updown
106/08/29,5814380272,1.09E+11,1027443,10496.57,-29.41
106/08/30,5901288169,1.21E+11,1083348,10569.4,72.83
106/08/31,5945548107,1.29E+11,1068561,10585.78,16.38
106/09/01,6064861953,1.16E+11,1089003,10594.82,9.04
106/09/04,5498749075,1.07E+11,994838,10569.87,-24.95
106/09/05,5873609014,1.21E+11,1053207,10617.84,47.97
106/09/06,6210529776,1.30E+11,1158515,10547.86,-69.98
106/09/07,6412690437,1.33E+11,1188773,10538.51,-9.35
106/09/08,5779683575,1.23E+11,1079836,10609.95,71.44
106/09/11,5920435072,1.33E+11,1190211,10572.16,-37.79
106/09/12,5769101200,1.26E+11,1121196,10610.35,38.19
106/09/13,5853111895,1.30E+11,1096739,10532.88,-77.47
106/09/14,5522954635,1.24E+11,1054619,10553.57,20.69
106/09/15,6482820450,1.59E+11,1148796,10580.41,26.84
106/09/18,6950033376,1.36E+11,1255510,10631.57,51.16
106/09/19,6625270739,1.41E+11,1207986,10576.14,-55.43
106/09/20,5895804384,1.32E+11,1143225,10519.17,-56.97
106/09/21,5569265779,1.22E+11,989206,10578.44,59.27
106/09/22,5727401460,1.22E+11,1045965,10449.68,-128.76
106/09/25,5784894485,1.32E+11,1154076,10335.89,-113.79
106/09/26,5758755103,1.24E+11,1050424,10257.02,-78.87
106/09/27,5280623838,1.11E+11,884098,10326.68,69.66
106/09/28,5003507875,1.08E+11,897399,10296.45,-30.23
106/09/29,4925439728,1.02E+11,858030,10329.94,33.49
106/09/30,3583409388,54278685485,560930,10383.94,54
106/10/02,4720525520,1.02E+11,848525,10465.16,81.22
106/10/03,4790980468,1.09E+11,899943,10469.35,4.19
106/10/05,4672633583,1.07E+11,900642,10518.27,48.92
106/10/06,4669025799,1.09E+11,917418,10532.81,14.54
106/10/11,5950658523,1.56E+11,1183032,10641.19,108.38
106/10/12,5367696788,1.26E+11,1036278,10711.44,70.25
106/10/13,5252705145,1.24E+11,1007207,10724.09,12.65
106/10/16,5697392917,1.27E+11,1076400,10774.21,50.12
106/10/17,5300574136,1.21E+11,1054825,10723.15,-51.06
106/10/18,5743037974,1.38E+11,1148874,10720.28,-2.87
106/10/19,5461982551,1.20E+11,964094,10760.29,40.01
106/10/20,5337213956,1.26E+11,959798,10728.88,-31.41
106/10/23,4926106311,1.06E+11,907378,10735.21,6.33
106/10/24,5237811759,1.12E+11,970401,10743.78,8.57
106/10/25,5508162643,1.20E+11,1064287,10750.57,6.79
106/10/26,5218891689,1.12E+11,940182,10734.76,-15.81
106/10/27,6671349862,1.49E+11,1241644,10709.11,-25.65
106/10/30,5553482791,1.25E+11,992319,10756.87,47.76
106/10/31,5326084818,1.19E+11,964342,10793.8,36.93
106/11/01,5922894127,1.29E+11,1071018,10806.36,12.56
106/11/02,5623447218,1.20E+11,1057759,10788.51,-17.85
106/11/03,5322948383,1.16E+11,965396,10800.77,12.26
106/11/06,5351919578,1.14E+11,965308,10786.19,-14.58
106/11/07,6076222808,1.28E+11,1125887,10840.34,54.15
106/11/08,5841076483,1.21E+11,1099538,10818.99,-21.35
106/11/09,6796045791,1.49E+11,1292325,10743.27,-75.72
106/11/10,5788395239,1.20E+11,1031970,10732.67,-10.6
106/11/13,6384150746,1.30E+11,1150414,10683.92,-48.75
106/11/14,6180626160,1.25E+11,1099809,10687.18,3.26
106/11/15,5744455073,1.29E+11,1092459,10630.65,-56.53
106/11/16,5341731411,1.06E+11,964984,10625.04,-5.61
106/11/17,5974753724,1.28E+11,1066910,10701.64,76.6
106/11/20,5807282048,1.11E+11,1009220,10664.55,-37.09
106/11/21,7053601407,1.39E+11,1235509,10779.24,114.69
106/11/22,8528991161,1.80E+11,1493696,10822.59,43.35
106/11/23,6616309822,1.31E+11,1167285,10854.57,31.98
106/11/24,6581726455,1.29E+11,1157941,10854.09,-0.48
106/11/27,6542165679,1.35E+11,1145566,10750.93,-103.16
106/11/28,6703436361,1.42E+11,1204400,10707.07,-43.86
106/11/29,6677175383,1.36E+11,1230839,10713.55,6.48
106/11/30,8809780282,2.34E+11,1487866,10560.44,-153.11
106/12/01,7933236119,1.81E+11,1527375,10600.37,39.93
106/12/04,6430784687,1.30E+11,1144851,10651.11,50.74
106/12/05,6970138923,1.47E+11,1310338,10566.85,-84.26
106/12/06,7215142961,1.61E+11,1277076,10393.92,-172.93
106/12/07,6593705046,1.39E+11,1127677,10355.76,-38.16
106/12/08,6220995884,1.31E+11,1092197,10398.62,42.86
106/12/11,6037430874,1.18E+11,1035369,10473.09,74.47
106/12/12,5475479592,1.09E+11,964760,10443.28,-29.81
106/12/13,5215130556,1.04E+11,958674,10470.7,27.42
106/12/14,5600785133,1.14E+11,1027260,10538.01,67.31
106/12/15,5727664985,1.27E+11,966006,10491.44,-46.57
106/12/18,4588561055,96046418831,874477,10506.52,15.08
106/12/19,5098487325,1.13E+11,958014,10467.34,-39.18
106/12/20,5084408110,1.04E+11,946159,10504.52,37.18
106/12/21,5089181777,99221790281,912624,10488.97,-15.55
106/12/22,4591388453,91994484539,848046,10537.27,48.3
106/12/25,4356973081,81617030326,837153,10522.49,-14.78
106/12/26,5063760784,97562886205,918009,10421.91,-100.58
106/12/27,4919533526,92597567592,876258,10486.67,64.76
106/12/28,5457228746,1.10E+11,950937,10567.64,80.97
106/12/29,5349314892,1.10E+11,994709,10642.86,75.22
107/01/02,5393557894,1.04E+11,1010745,10710.73,67.87
107/01/03,6544990989,1.42E+11,1261265,10801.57,90.84
107/01/04,6740175303,1.44E+11,1320748,10848.63,47.06
107/01/05,6715972144,1.44E+11,1278348,10879.8,31.17
107/01/08,6747313493,1.39E+11,1338571,10915.75,35.95
107/01/09,6453410283,1.33E+11,1185568,10914.89,-0.86
107/01/10,6815293008,1.39E+11,1262433,10831.09,-83.8
107/01/11,5956643953,1.25E+11,1105588,10810.06,-21.03
107/01/12,6419338409,1.28E+11,1128608,10883.96,73.9
107/01/15,6273636454,1.27E+11,1083726,10956.31,72.35
107/01/16,6569860182,1.33E+11,1185510,10986.11,29.8
107/01/17,7468213298,1.49E+11,1368586,11004.8,18.69
107/01/18,7149380963,1.52E+11,1247389,11071.57,66.77
107/01/19,6276312147,1.37E+11,1125538,11150.85,79.28
107/01/22,7242725457,1.51E+11,1239223,11231.46,80.61
107/01/23,7873977230,1.65E+11,1310507,11253.11,21.65
107/01/24,7272231969,1.48E+11,1198267,11152.16,-100.95
107/01/25,7802501963,1.64E+11,1321496,11165.95,13.79
107/01/26,6638578790,1.39E+11,1139438,11147.1,-18.85
107/01/29,6316563408,1.32E+11,1094115,11221.81,74.71
107/01/30,6737209253,1.39E+11,1148525,11076.78,-145.03
107/01/31,6625691373,1.36E+11,1087145,11103.79,27.01
107/02/01,6159445664,1.23E+11,1019601,11160.25,56.46
107/02/02,5567454998,1.21E+11,936819,11126.23,-34.02
107/02/05,6014356481,1.30E+11,1082776,10946.25,-179.98
107/02/06,10480219602,2.42E+11,2040709,10404,-542.25
107/02/07,7521254378,1.76E+11,1348104,10551.54,147.54
107/02/08,6101573814,1.22E+11,1034150,10528.52,-23.02
107/02/09,6421173807,1.52E+11,1261285,10371.75,-156.77
107/02/12,4309653550,1.10E+11,920462,10421.09,49.34
107/02/21,6062820063,1.55E+11,1156041,10714.44,293.35
107/02/22,6153849673,1.28E+11,1008798,10662.38,-52.06
107/02/23,6362066582,1.28E+11,1126176,10794.55,132.17
107/02/26,6063669788,1.22E+11,1050586,10836.7,42.15
107/02/27,6624161500,1.40E+11,1111949,10815.47,-21.23
107/03/01,6409193106,1.32E+11,1119451,10785.79,-29.68
107/03/02,5540635421,1.11E+11,1006291,10698.17,-87.62
107/03/05,5336510339,1.14E+11,1028536,10642.9,-55.27
107/03/06,5085558928,1.13E+11,927193,10784.34,141.44
107/03/07,5642178343,1.23E+11,1030385,10745.32,-39.02
107/03/08,6378116374,1.21E+11,1072781,10823.24,77.92
107/03/09,6282166877,1.25E+11,1053649,10864.82,41.58
107/03/12,6991178817,1.41E+11,1186002,11002.1,137.28
107/03/13,6549500632,1.34E+11,1121634,11095.63,93.53
107/03/14,5974563971,1.20E+11,1054265,11038.8,-56.83
107/03/15,5841194632,1.13E+11,967890,11018.45,-20.35
107/03/16,6617225747,1.68E+11,1115901,11027.7,9.25
107/03/19,5611915481,1.12E+11,965124,11046.9,19.2
107/03/20,5751472968,1.12E+11,947970,11010.84,-36.06
107/03/21,6342379504,1.33E+11,1097218,11011.07,0.23
107/03/22,7131905911,1.50E+11,1221537,11005.84,-5.23
107/03/23,6868559459,1.50E+11,1232383,10823.33,-182.51
107/03/26,5643019867,1.21E+11,985624,10840.05,16.72
107/03/27,6348820225,1.31E+11,1096007,10986.79,146.74
107/03/28,5690925732,1.18E+11,1015037,10865.66,-121.13
107/03/29,5468779969,1.18E+11,1023023,10845.92,-19.74
107/03/30,5834021898,1.15E+11,1031634,10906.22,60.3
107/03/31,4423640021,76778668460,777091,10919.49,13.27
107/04/02,5336474517,1.03E+11,964508,10888.27,-31.22
107/04/03,5301492210,1.17E+11,1041381,10821.53,-66.74
107/04/09,5779699197,1.32E+11,1159616,10893.53,72
107/04/10,6989937175,1.44E+11,1273903,10927.18,33.65
107/04/11,6297419793,1.30E+11,1142506,10974.02,46.84
107/04/12,5611874271,1.11E+11,1008181,10955.29,-18.73
107/04/13,6238785909,1.26E+11,1070532,10965.39,10.1
107/04/16,6409388023,1.27E+11,1095323,10954.55,-10.84
107/04/17,6616520955,1.54E+11,1215854,10810.45,-144.1
107/04/18,6543380349,1.49E+11,1124573,10847.89,37.44
107/04/19,7111365126,1.56E+11,1191068,10971.22,123.33
107/04/20,6806918316,1.58E+11,1104024,10779.38,-191.84
107/04/23,6051313412,1.37E+11,1053887,10697.13,-82.25
107/04/24,6782959305,1.60E+11,1253403,10579.5,-117.63
107/04/25,6351251370,1.37E+11,1088785,10559.97,-19.53
107/04/26,6642525657,1.41E+11,1175271,10488.58,-71.39
107/04/27,5884380348,1.20E+11,978682,10553.43,64.85
107/04/30,6128822684,1.19E+11,944190,10657.88,104.45
107/05/02,6324416080,1.29E+11,1023004,10618.81,-39.07
107/05/03,5841156553,1.24E+11,993874,10514.18,-104.63
107/05/04,5653857640,1.21E+11,958698,10529.37,15.19
107/05/07,6108995691,1.26E+11,956892,10604.91,75.54
107/05/08,7064737649,1.34E+11,1042424,10691.38,86.47
107/05/09,7074991040,1.36E+11,1123979,10703.35,11.97
107/05/10,7062376802,1.39E+11,1102455,10760.21,56.86
107/05/11,7399223416,1.66E+11,1248505,10858.98,98.77
107/05/14,7222849033,1.45E+11,1168845,10952.39,93.41
107/05/15,7275156962,1.54E+11,1259302,10874.73,-77.66
107/05/16,7224691612,1.39E+11,1258230,10897.57,22.84
107/05/17,6908232453,1.34E+11,1133488,10833.81,-63.76
107/05/18,6809564130,1.28E+11,1096584,10830.84,-2.97
107/05/21,7127060919,1.28E+11,1111966,10966.2,135.36
107/05/22,7244202099,1.35E+11,1115814,10938.73,-27.47
107/05/23,6751995051,1.40E+11,1128547,10886.18,-52.55
107/05/24,6331255981,1.28E+11,1063601,10936.93,50.75
107/05/25,6446493244,1.29E+11,1077863,10942.3,5.37
107/05/28,6798818929,1.41E+11,1126688,10987.77,45.47
107/05/29,6779308332,1.41E+11,1158970,10964.12,-23.65
107/05/30,7427700284,1.64E+11,1344635,10821.17,-142.95
107/05/31,8683904322,2.39E+11,1405646,10874.96,53.79
107/06/01,6791499798,1.41E+11,1235468,10949.08,74.12
107/06/04,7608946367,1.58E+11,1297838,11109.5,160.42
107/06/05,7768901127,1.64E+11,1354290,11100.11,-9.39
107/06/06,8106541820,1.73E+11,1342941,11201.83,101.72
107/06/07,8651462832,1.90E+11,1452869,11251.75,49.92
107/06/08,7457434235,1.63E+11,1274963,11156.42,-95.33
107/06/11,6544815539,1.56E+11,1205053,11149.23,-7.19
107/06/12,7363237748,1.83E+11,1359741,11144.79,-4.44
107/06/13,7532863350,1.79E+11,1379575,11173.21,28.42
107/06/14,7130242175,1.67E+11,1350719,11013.98,-159.23
107/06/15,7438455164,1.93E+11,1273779,11087.47,73.49
107/06/19,7290686719,1.72E+11,1362200,10904.19,-183.28
107/06/20,7461838541,1.81E+11,1402140,10927.44,23.25
107/06/21,6238887073,1.38E+11,1106856,10941.07,13.63
107/06/22,6466160866,1.52E+11,1205266,10899.28,-41.79
107/06/25,5583981499,1.27E+11,1062748,10786.46,-112.82
107/06/26,6545486831,1.43E+11,1198251,10742.17,-44.29
107/06/27,6039482471,1.49E+11,1127177,10701.03,-41.14
107/06/28,5819485996,1.33E+11,1056734,10654.28,-46.75
107/06/29,5905588515,1.42E+11,1022448,10836.91,182.63
107/07/02,6297627910,1.45E+11,1034537,10777.94,-58.97
107/07/03,6742265650,1.73E+11,1238857,10715.72,-62.22
107/07/04,5478787032,1.24E+11,953179,10721.87,6.15
107/07/05,5359021884,1.33E+11,998158,10611.81,-110.06
107/07/06,6165283695,1.62E+11,1180601,10608.57,-3.24
107/07/09,6127736656,1.40E+11,986658,10720.28,111.71
107/07/10,6300857261,1.27E+11,1012026,10756.89,36.61
107/07/11,5545633962,1.32E+11,955501,10676.84,-80.05
107/07/12,5983221321,1.33E+11,955007,10738.38,61.54
107/07/13,6738061000,1.45E+11,1039898,10864.54,126.16
107/07/16,5842702203,1.27E+11,948649,10817.45,-47.09
107/07/17,5769752253,1.35E+11,998289,10778.99,-38.46
107/07/18,6625523497,1.66E+11,1213014,10842.46,63.47
107/07/19,5902184753,1.45E+11,986751,10835.38,-7.08
107/07/20,5917717874,1.68E+11,1064472,10932.11,96.73
107/07/23,5548013259,1.50E+11,1026847,10946.89,14.78
107/07/24,5925802969,1.46E+11,1030270,10995.39,48.5
107/07/25,5563011487,1.24E+11,937502,10965.79,-29.6
107/07/26,5644454704,1.34E+11,1004961,11010.61,44.82
107/07/27,5679074504,1.26E+11,1010105,11075.78,65.17
107/07/30,5483470910,1.27E+11,973756,11033.54,-42.24
107/07/31,5767326753,1.59E+11,1041231,11057.51,23.97
107/08/01,5996017371,1.45E+11,1019958,11098.13,40.62
107/08/02,6199124933,1.42E+11,1083246,10929.77,-168.36
107/08/03,4935006119,1.37E+11,953146,11012.43,82.66
107/08/06,5237227569,1.17E+11,919883,11024.1,11.67
107/08/07,5150225796,1.21E+11,930272,10983.44,-40.66
107/08/08,5558289226,1.43E+11,997166,11075.25,91.81
107/08/09,5319750759,1.27E+11,919167,11028.07,-47.18
107/08/10,5009261499,1.26E+11,961057,10983.68,-44.39
107/08/13,6399194482,1.60E+11,1302649,10748.92,-234.76
107/08/14,5398052266,1.38E+11,1042601,10824.23,75.31
107/08/15,5519384107,1.36E+11,1144742,10716.75,-107.48
107/08/16,5550144713,1.42E+11,1098522,10683.9,-32.85
107/08/17,4989296065,1.28E+11,968410,10690.96,7.06
107/08/20,4629729381,1.15E+11,927796,10699.05,8.09
107/08/21,4727595568,1.14E+11,905699,10792.2,93.15
107/08/22,4728591327,98684270435,873111,10804.2,12
107/08/23,4769725906,1.01E+11,886357,10863.13,58.93
107/08/24,4249499478,97695889124,814429,10809.35,-53.78
107/08/27,4313459806,1.06E+11,849879,10902.21,92.86
107/08/28,4739152956,1.30E+11,930690,10989.55,87.34
107/08/29,4557454639,1.21E+11,904362,11099.57,110.02
107/08/30,4462463812,1.16E+11,906323,11093.75,-5.82
107/08/31,4458244404,1.22E+11,847882,11063.94,-29.81
107/09/03,4234197702,1.13E+11,888862,10964.22,-99.72
107/09/04,4170510917,1.18E+11,795778,11021.38,57.16
107/09/05,4513317388,1.19E+11,883251,10995.13,-26.25
107/09/06,4796498118,1.32E+11,960303,10924.3,-70.83
107/09/07,5429698576,1.53E+11,1176559,10846.99,-77.31
107/09/10,5324887957,1.57E+11,1166823,10725.8,-121.19
107/09/11,4711558008,1.30E+11,979407,10752.3,26.5
107/09/12,4602769731,1.25E+11,967583,10722.57,-29.73
107/09/13,4279561828,1.16E+11,929226,10727.23,4.66
107/09/14,4848643672,1.29E+11,1010627,10868.14,140.91
107/09/17,4052796855,91029213095,779311,10828.61,-39.53
107/09/18,4614731238,1.18E+11,934460,10760.21,-68.4
107/09/19,4940750820,1.33E+11,1007088,10857.27,97.06
107/09/20,4812017707,1.35E+11,996376,10831.41,-25.86
107/09/21,5329716851,1.60E+11,1088187,10972.41,141
107/09/25,4454281369,1.16E+11,930351,10978.85,6.44
107/09/26,4424515006,1.08E+11,900445,10974.19,-4.66
107/09/27,4678006285,1.24E+11,986665,11034.19,60
107/09/28,4882600441,1.39E+11,1008212,11006.34,-27.85
107/10/01,3999456337,93893565170,818813,11051.8,45.46
107/10/02,4364344732,1.09E+11,887779,10919.63,-132.17
107/10/03,3933472751,1.01E+11,860847,10863.94,-55.69
107/10/04,4190095302,1.13E+11,935145,10718.91,-145.03
107/10/05,5546633629,1.51E+11,1239882,10517.12,-201.79
107/10/08,4568330051,1.27E+11,963348,10455.93,-61.19
107/10/09,4697177996,1.23E+11,1029787,10466.83,10.9
107/10/11,8106979104,2.09E+11,1784048,9806.11,-660.72
107/10/12,5971925811,1.48E+11,1281351,10045.81,239.7
107/10/15,4747150473,1.18E+11,986754,9901.12,-144.69
107/10/16,4364437995,1.09E+11,956442,9981.1,79.98
107/10/17,4428849977,1.15E+11,992373,9979.14,-1.96
107/10/18,3934317954,97721028236,850099,9953.73,-25.41
107/10/19,5105938592,1.27E+11,1008528,9919.26,-34.47
107/10/22,4612358819,1.02E+11,876585,9974.28,55.02
107/10/23,4586506051,1.03E+11,930519,9775.2,-199.08
107/10/24,5256076794,1.25E+11,1095016,9759.4,-15.8
107/10/25,5692966580,1.32E+11,1158778,9520.79,-238.61
107/10/26,5138373822,1.33E+11,1137098,9489.18,-31.61
107/10/29,4694880424,1.07E+11,938929,9516.32,27.14
107/10/30,4538617371,1.01E+11,920901,9526.11,9.79
107/10/31,5330499460,1.32E+11,1050447,9802.13,276.02
107/11/01,5494351265,1.29E+11,1061737,9844.74,42.61
107/11/02,6166533874,1.54E+11,1205983,9906.59,61.85
107/11/05,4881248460,1.09E+11,889652,9889.81,-16.78
107/11/06,4909283053,1.19E+11,954177,9824.95,-64.86
107/11/07,4947603515,1.19E+11,970925,9908.35,83.4
107/11/08,5069149565,1.21E+11,1022681,9945.31,36.96
107/11/09,4442314349,1.03E+11,887771,9830.01,-115.3
107/11/12,4124137532,91773138199,806689,9831.21,1.2
107/11/13,5100040520,1.13E+11,997621,9775.84,-55.37
107/11/14,4771348161,1.05E+11,979042,9791.88,16.04
107/11/15,4542438638,98471208936,944258,9826.46,34.58
107/11/16,4804811233,1.18E+11,1052058,9797.09,-29.37
107/11/19,4034353937,93254848646,843800,9828.69,31.6
107/11/20,3958878143,94008900501,848729,9743.99,-84.7
107/11/21,4168359212,1.03E+11,905563,9741.52,-2.47
107/11/22,4054665951,99885638318,899121,9714.71,-26.81
107/11/23,3712052867,77557383544,763758,9667.3,-47.41
107/11/26,3938988241,91104691173,837578,9765.36,98.06
107/11/27,4333008909,1.02E+11,939355,9778.62,13.26
107/11/28,5413428690,1.29E+11,1162414,9884.31,105.69
107/11/29,5863859324,1.44E+11,1251496,9885.36,1.05
107/11/30,6607048362,1.71E+11,1194817,9888.03,2.67
107/12/03,6946878025,1.71E+11,1404681,10137.87,249.84
107/12/04,5608425855,1.46E+11,1229128,10083.54,-54.33
107/12/05,4775470945,1.16E+11,1028395,9916.74,-166.8
107/12/06,5646459909,1.44E+11,1301591,9684.72,-232.02
107/12/07,3942174058,99263597750,868323,9760.88,76.16
107/12/10,4266647968,1.00E+11,940738,9647.54,-113.34
107/12/11,3653814843,92803242672,839163,9707.04,59.5
107/12/12,4137436106,1.02E+11,921315,9816.45,109.41
107/12/13,4546795068,1.14E+11,990923,9858.76,42.31
107/12/14,3931391957,97548330195,886843,9774.16,-84.6
107/12/17,3650943692,80679374181,779211,9787.53,13.37
107/12/18,4276570088,96717303977,944025,9718.82,-68.71
107/12/19,3976346583,91299708034,901645,9783.21,64.39
107/12/20,4259530460,95625770700,905163,9674.52,-108.69
107/12/21,4678645949,1.12E+11,904805,9676.67,2.15
107/12/22,2329327867,38712598698,459160,9646.16,-30.51
107/12/24,3036249269,69036778986,702536,9639.7,-6.46
107/12/25,3588943049,73621130055,790106,9527.09,-112.61
107/12/26,3101879294,69620545072,718300,9478.99,-48.1
107/12/27,3676346987,82030943013,787310,9641.56,162.57
107/12/28,3102573670,74821387051,659996,9727.41,85.85
108/01/02,3181887841,72547773700,660838,9554.14,-173.27
108/01/03,3909333451,91094097004,807547,9492.42,-61.72
108/01/04,4641922302,1.08E+11,948053,9382.51,-109.91
108/01/07,4278680826,93583260671,850277,9590.3,207.79
108/01/08,3442382026,78623715348,756674,9563.6,-26.7
108/01/09,5087083731,1.29E+11,1125076,9738.31,174.71
108/01/10,3944590060,89312480461,832208,9720.69,-17.62
108/01/11,3875542401,95336079835,834138,9759.4,38.71
108/01/14,3305220514,72773851108,722445,9708.22,-51.18
108/01/15,3985662444,1.01E+11,839665,9806.04,97.82
108/01/16,4098793757,96069073531,918368,9763.81,-42.23
108/01/17,3795594300,93111194317,875014,9789.15,25.34
108/01/18,3833530842,97921400099,806593,9836.06,46.91
108/01/21,3914447157,93904025863,815848,9889.4,53.34
108/01/22,3237523867,79010747384,725164,9894.66,5.26
108/01/23,2835523374,67550341780,633785,9846.4,-48.26
108/01/24,3207913049,86041842481,768543,9877.12,30.72
108/01/25,4394588949,1.14E+11,966118,9969.61,92.49
108/01/28,3871048803,95630191548,853951,10013.33,43.72
108/01/29,3378364920,90336972123,789957,9931.59,-81.74
108/01/30,3297972632,1.03E+11,811636,9932.26,0.67
108/02/11,4608242036,1.35E+11,1079889,10004.25,71.99
108/02/12,5050706893,1.25E+11,1104361,10097.74,93.49
108/02/13,5252463736,1.41E+11,1170756,10090.58,-7.16
108/02/14,4646306230,1.14E+11,1037808,10089.01,-1.57
108/02/15,4550944915,1.14E+11,1048542,10064.78,-24.23
108/02/18,4301150124,1.08E+11,973107,10145.28,80.5
108/02/19,4208666420,1.05E+11,941172,10152.26,6.98
108/02/20,4830625985,1.34E+11,1158962,10272.46,120.2
108/02/21,4884960499,1.25E+11,1134346,10319.53,47.07
108/02/22,4345793519,1.18E+11,1026094,10322.92,3.39
108/02/25,5156758866,1.35E+11,1132402,10390.93,68.01
108/02/26,5028654843,1.41E+11,1149841,10391.55,0.62
108/02/27,4527551576,1.38E+11,1020105,10389.17,-2.38
108/03/04,4682754149,1.41E+11,1120114,10349.88,-39.29
108/03/05,3898184981,1.06E+11,912310,10305.26,-44.62
108/03/06,3747917563,1.01E+11,925386,10357.15,51.89
108/03/07,4271904186,1.09E+11,986994,10311.68,-45.47
108/03/08,4256028989,1.06E+11,944783,10241.75,-69.93
108/03/11,3727319970,94174979910,858287,10250.28,8.53
108/03/12,4177042544,1.11E+11,988317,10343.33,93.05
108/03/13,3739561974,97359550083,885165,10373.32,29.99
108/03/14,4103823880,1.16E+11,1024921,10348.65,-24.67
108/03/15,5087001761,1.55E+11,1083606,10439.24,90.59
108/03/18,4363088952,1.17E+11,1073668,10512.7,73.46
108/03/19,4461990818,1.19E+11,1085757,10512.32,-0.38
108/03/20,4276095686,1.19E+11,1096614,10551.56,39.24
108/03/21,4144837307,1.13E+11,1035536,10609.55,57.99
108/03/22,4800555123,1.32E+11,1179130,10639.07,29.52
108/03/25,4477541500,1.10E+11,1037987,10479.48,-159.59
108/03/26,3852511723,1.05E+11,968091,10559.2,79.72
108/03/27,4025702296,1.05E+11,966624,10542.7,-16.5
108/03/28,3801407450,90628313116,888625,10536.26,-6.44
108/03/29,4735272511,1.24E+11,1022483,10641.04,104.78
108/04/01,5543097993,1.54E+11,1291895,10642.63,1.59
108/04/02,4649133267,1.35E+11,1165669,10690.3,47.67
108/04/03,4099474088,1.18E+11,1044779,10704.38,14.08
108/04/08,5397269130,1.60E+11,1266398,10800.57,96.19
108/04/09,5083146536,1.40E+11,1179104,10851.6,51.03
108/04/10,4653211646,1.31E+11,1125704,10868.14,16.54
108/04/11,5053919906,1.40E+11,1180449,10808.77,-59.37
108/04/12,4364261953,1.21E+11,1071286,10805.3,-3.47
108/04/15,4604440832,1.20E+11,1062887,10875.6,70.3
108/04/16,5035157825,1.33E+11,1204091,10927.85,52.25
108/04/17,5520963424,1.69E+11,1387025,10997.26,69.41
108/04/18,5725981285,1.81E+11,1355211,10962.02,-35.24
108/04/19,4472499620,1.29E+11,1026651,10968.5,6.48
108/04/22,4430982334,1.12E+11,1016713,10987.71,19.21
108/04/23,4014010069,1.12E+11,961970,11025.68,37.97
108/04/24,4274070951,1.26E+11,1023312,11027.64,1.96
108/04/25,4082642051,1.16E+11,962616,11039.86,12.22
108/04/26,4420373126,1.16E+11,973414,10952.47,-87.39
108/04/29,4142692371,1.21E+11,980491,10939.06,-13.41
108/04/30,3705946980,1.09E+11,857141,10967.73,28.67
108/05/02,3605687224,1.04E+11,857591,11004.49,36.76
108/05/03,3875733890,1.16E+11,882935,11096.3,91.81
108/05/06,5130836386,1.39E+11,1132129,10897.12,-199.18
